,Company,Item,Size,Price
678,mcdonalds,Filet-O-Fish,,3.79
679,mcdonalds,Filet-O-Fish - Meal,,5.79
680,mcdonalds,Double Filet-O-Fish,,4.79
681,mcdonalds,Double Filet-O-Fish - Meal,,6.79
682,mcdonalds,Premium Chicken Bacon Clubhouse (Grilled or Crispy),,4.49
683,mcdonalds,Chicken McNuggets (Regular or Spicy),10 Pc.,4.49
684,mcdonalds,Chicken McNuggets - Meal (Regular or Spicy),10 Pc.,6.49
685,mcdonalds,Chicken McNuggets (Regular or Spicy),20 Pc.,5.00
686,mcdonalds,Chicken McNuggets (Regular or Spicy),40 Pc.,8.99
687,mcdonalds,Southwest Salad,,4.79
688,mcdonalds,Bacon Ranch Salad,,4.59
689,mcdonalds,Donut Sticks ,,2.59
690,mcdonalds,French Fries,Small,1.39
691,mcdonalds,French Fries,Medium,1.79
692,mcdonalds,French Fries,Large,1.89
693,mcdonalds,"Minute Maid Slushie (Blue Rapsberry, Fruit Punch, Pink Lemonade)",,2.00
694,mcdonalds,Apple Slices,,1.00
695,mcdonalds,"Shake (Chocolate, Vanilla, or Strawberry)",Small,2.19
696,mcdonalds,"Shake (Chocolate, Vanilla, or Strawberry)",Medium,2.59
697,mcdonalds,"Shake (Chocolate, Vanilla, or Strawberry)",Large,2.99
698,mcdonalds,Sundae (Hot Fudge or Caramel),,1.29
699,mcdonalds,Cone (Vanilla),,1.00
700,mcdonalds,McFlurry,Snack,1.79
701,mcdonalds,McFlurry,Regular,2.39
702,mcdonalds,Chicken McNuggets,4 Pc.,3.29
703,mcdonalds,Hamburger,,2.49
704,mcdonalds,Cheeseburger,,2.79
705,mcdonalds,Fruit & Maple Oatmeal,,1.99
706,mcdonalds,Soft Drink,Small,1.00
707,mcdonalds,McRib,,3.69
708,mcdonalds,Holiday Pie,,0.89
709,mcdonalds,Spicy McChicken,,1.00
710,mcdonalds,Shamrock Shake,Small,2.19
711,mcdonalds,Shamrock Shake,Medium,2.59
712,mcdonalds,Shamrock Shake,Large,2.99
713,mcdonalds,Spicy Chicken McNuggets,10 Pc.,4.35
714,mcdonalds,Frozen Strawberry Lemonade,Medium,2.59
715,mcdonalds,Angus Chipotle BBQ Burger,,9.75
716,mcdonalds,Cherry Berry Chiller,Small,1.69
717,mcdonalds,Cherry Berry Chiller,Medium,1.99
718,mcdonalds,Cherry Berry Chiller,Large,2.29
719,taco-bell,Crunchy Taco,,1.19
720,taco-bell,Crunchy Taco Supreme,,1.69
721,taco-bell,Soft Taco,,1.19
722,taco-bell,Soft Taco Supreme,,1.69
723,taco-bell,Chicken Soft Taco,,1.79
724,taco-bell,Grilled Steak Soft Taco,,2.49
725,taco-bell,Double Decker Taco,,1.89
726,taco-bell,Double Decker Taco Supreme,,2.29
727,taco-bell,Doritos Locos Taco (Nacho Cheese),Regular,1.49
728,taco-bell,Doritos Locos Taco (Nacho Cheese),Supreme,1.89
729,taco-bell,Doritos Locos Taco (Cool Ranch),Regular,1.49
730,taco-bell,Doritos Locos Taco (Cool Ranch),Supreme,1.89
731,taco-bell,Doritos Locos Taco (Fiery),Regular,1.49
732,taco-bell,Doritos Locos Taco (Fiery),Supreme,1.89
733,taco-bell,Bean Burrito,,1.29
734,taco-bell,Beefy 5-Layer Burrito,,1.69
735,taco-bell,Chicken Burrito,,1.79
736,taco-bell,Cheese Potato Burrito,,2.39
737,taco-bell,Combo Burrito,,2.59
738,taco-bell,Burrito Supreme,,3.19
739,taco-bell,7-Layer Burrito,,2.49
740,taco-bell,Black Bean Burrito,,1.79
741,taco-bell,XXL Grilled Stuft Burrito (Beef),,3.99
742,taco-bell,XXL Grilled Stuft Burrito (Chicken),,4.99
743,taco-bell,XXL Grilled Stuft Burrito (Steak),,5.19
744,taco-bell,Smothered Burrito (Beef),,2.99
745,taco-bell,Smothered Burrito (Shredded Chicken),,3.99
746,taco-bell,Smothered Burrito (Steak),,4.19
747,taco-bell,Chili Cheese Burrito,,1.69
748,taco-bell,Cheesy Nachos,,1.39
749,taco-bell,Nacho Supreme,,2.49
750,taco-bell,Nacho Bellgrande,,3.29
751,taco-bell,Chalupa Supreme (Beef),,2.49
752,taco-bell,Chalupa Supreme (Chicken),,3.19
753,taco-bell,Chalupa Supreme (Steak),,3.39
754,taco-bell,Mexican Pizza,,3.49
755,taco-bell,Crunchwrap Supreme,,2.99
756,taco-bell,Fiesta Taco Salad (Beef),,4.99
757,taco-bell,Fiesta Taco Salad (Chicken),,5.49
758,taco-bell,Fiesta Taco Salad (Steak),,5.99
759,taco-bell,Cheese Quesadilla,,2.49
760,taco-bell,Quesadilla (Chicken),,3.39
761,taco-bell,Quesadilla (Steak),,3.59
762,taco-bell,Cheesy Gordita Crunch,,2.69
763,taco-bell,Doritos Cheesy Gordita Crunch,,2.99
764,taco-bell,Gordita Supreme (Beef),,2.49
765,taco-bell,Gordita Supreme (Chicken),,3.19
766,taco-bell,Gordita Supreme (Steak),,3.39
767,taco-bell,Meximelt,,2.19
768,taco-bell,Double Tostada,,1.59
769,taco-bell,Quesarito (Beef),,2.59
770,taco-bell,Quesarito (Chicken),,3.19
771,taco-bell,Quesarito (Steak),,3.49
772,taco-bell,Caramel Apple Empanada,,1.00
773,taco-bell,Cinnabon Delights ,2 Pack,1.00
774,taco-bell,Cinnabon Delights ,4 Pack,1.69
775,taco-bell,Cinnabon Delights ,12 Pack,4.49
776,taco-bell,Cantina Power Bowl (Chicken),,4.99
777,taco-bell,Cantina Power Bowl (Veggie),,4.99
778,taco-bell,Cantina Power Bowl (Steak),,5.19
779,taco-bell,Cantina Power Burrito (Chicken),,3.79
780,taco-bell,Cantina Power Burrito (Veggie),,3.79
781,taco-bell,Cantina Power Burrito (Steak),,3.99
782,taco-bell,Beefy Fritos Burrito,,1.00
783,taco-bell,Beefy Mini Quesadilla,,1.00
784,taco-bell,Spicy Potato Soft Taco,,1.00
785,taco-bell,Spicy Tostada,,1.00
786,taco-bell,Cheesy Bean & Rice Burrito,,1.00
787,taco-bell,Cheese Roll-Up,,1.00
788,taco-bell,Chicken Mini Quesadilla,,1.00
789,taco-bell,Triple Layer Nachos,,1.00
790,taco-bell,Shredded Chicken Burrito,,2.79
791,taco-bell,Double Decker Taco,,2.79
792,taco-bell,Beef Gordita Supreme,,2.79
793,taco-bell,Beefy 5-Layer Burrito,,2.79
794,taco-bell,Soft Drink,16 oz.,1.49
795,taco-bell,Soft Drink,20 oz.,1.59
796,taco-bell,Soft Drink,30 oz.,1.89
797,taco-bell,Soft Drink,40 oz.,1.99
798,taco-bell,Orange Juice,,1.99
799,taco-bell,Premium Hot Coffee,,1.49
800,taco-bell,Premium Iced Coffee,,1.49
801,taco-bell,Loaded Griller (Potato),,1.49
802,taco-bell,Loaded Griller (Chipotle Chicken),,1.49
803,taco-bell,Loaded Griller (Beefy Nacho),,1.49
804,taco-bell,Boss Nachos (Beef),,4.99
805,taco-bell,Boss Nachos (Chicken),,5.79
806,taco-bell,Boss Nachos (Steak),,5.99
807,taco-bell,Boss Nachos (Beef) with Soda,,5.99
808,taco-bell,Boss Nachos (Chicken) with Soda,,6.79
809,taco-bell,Boss Nachos (Steak) with Soda,,6.99
810,taco-bell,Cheddar Chalupa,,2.99
811,taco-bell,Nacho Fries,,1.39
812,taco-bell,Quesalupa,,2.99
813,taco-bell,Chalupa Cravings,,5.00
814,taco-bell,Beefy Potato-rito,,1.00
815,taco-bell,Supreme Taco Party Pack,12 Pc.,15.99
816,taco-bell,Supreme Variety Pack (6 Supreme Tacos & 6 Doritos Tacos),12 Pc.,17.99
817,taco-bell,Variety Taco 12 Pack,12 Pc.,13.99
818,taco-bell,Cinnamon Twists,,1.00
819,taco-bell,Cheesy Fiesta Potatoes,,1.29
820,taco-bell,Chips & Cheese,,1.39
821,taco-bell,Chips & Pico De Gallo,,1.49
822,taco-bell,Chips & Guacamole,,1.49
823,taco-bell,Pintos N Cheese,,1.19
824,taco-bell,Premium Latin Rice,,1.49
825,taco-bell,Black Beans & Rice,,1.49
826,taco-bell,Black Beans,,1.49
827,taco-bell,Doritos Chips,Bag,0.79
828,taco-bell,Side of Bacon,,0.50
829,taco-bell,Side of Sausage Patty,,1.20
830,taco-bell,Side of Egg,,0.30
